Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [658], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [973], q_ia: [0], i_b: [-687], q_ib: [0], i_c: [-284], q_ic: [0], i_n: [0], q_in: [8192], v_a: [9725], q_va: [0], v_b: [-6878], q_vb: [0], v_c: [-2845], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [187, 157, 235, 171] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [773], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-616], q_ia: [0], i_b: [990], q_ib: [0], i_c: [-378], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-6118], q_va: [0], v_b: [9909], q_vb: [0], v_c: [-3792], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [168, 191, 93, 14] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [768], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-854], q_ia: [0], i_b: [882], q_ib: [0], i_c: [-34], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-8480], q_va: [0], v_b: [8830], q_vb: [0], v_c: [-351], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [8, 223, 224, 8] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [774], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-213], q_ia: [0], i_b: [951], q_ib: [0], i_c: [-743], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-2075], q_va: [0], v_b: [9509], q_vb: [0], v_c: [-7435], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [133, 159, 198, 233] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [769], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-549], q_ia: [0], i_b: [998], q_ib: [0], i_c: [-455], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-5435], q_va: [0], v_b: [9987], q_vb: [0], v_c: [-4553], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [44, 62, 54, 146] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [775], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [205], q_ia: [0], i_b: [740], q_ib: [0], i_c: [-952], q_ic: [0], i_n: [0], q_in: [8192], v_a: [2117], q_va: [0], v_b: [7404], q_vb: [0], v_c: [-9523], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [5, 205, 255, 83] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [770], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-193], q_ia: [0], i_b: [944], q_ib: [0], i_c: [-757], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-1869], q_va: [0], v_b: [9442], q_vb: [0], v_c: [-7574], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [45, 117, 162, 202] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [776], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [616], q_ia: [0], i_b: [368], q_ib: [0], i_c: [-989], q_ic: [0], i_n: [0], q_in: [8192], v_a: [6213], q_va: [0], v_b: [3677], q_vb: [0], v_c: [-9891], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [68, 247, 31, 23] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [771], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [220], q_ia: [0], i_b: [730], q_ib: [0], i_c: [-956], q_ic: [0], i_n: [0], q_in: [8192], v_a: [2266], q_va: [0], v_b: [7301], q_vb: [0], v_c: [-9568], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [3, 79, 32, 146] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [777], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [852], q_ia: [0], i_b: [21], q_ib: [0], i_c: [-876], q_ic: [0], i_n: [0], q_in: [8192], v_a: [8552], q_va: [0], v_b: [209], q_vb: [0], v_c: [-8762], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [150, 56, 116, 134] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [772], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [599], q_ia: [0], i_b: [387], q_ib: [0], i_c: [-992], q_ic: [0], i_n: [0], q_in: [8192], v_a: [6044], q_va: [0], v_b: [3875], q_vb: [0], v_c: [-9921], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [206, 100, 128, 124] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [778], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [994], q_ia: [0], i_b: [-415], q_ib: [0], i_c: [-580], q_ic: [0], i_n: [0], q_in: [8192], v_a: [9954], q_va: [0], v_b: [-4155], q_vb: [0], v_c: [-5798], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [89, 116, 155, 223] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [773], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [856], q_ia: [0], i_b: [13], q_ib: [0], i_c: [-872], q_ic: [0], i_n: [0], q_in: [8192], v_a: [8594], q_va: [0], v_b: [128], q_vb: [0], v_c: [-8723], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [247, 91, 149, 206] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [779], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [954], q_ia: [0], i_b: [-740], q_ib: [0], i_c: [-211], q_ic: [0], i_n: [0], q_in: [8192], v_a: [9522], q_va: [0], v_b: [-7406], q_vb: [0], v_c: [-2113], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [138, 56, 103, 231] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [774], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [972], q_ia: [0], i_b: [-288], q_ib: [0], i_c: [-684], q_ic: [0], i_n: [0], q_in: [8192], v_a: [9735], q_va: [0], v_b: [-2890], q_vb: [0], v_c: [-6844], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [207, 86, 186, 112] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [780], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [780], q_ia: [0], i_b: [-933], q_ib: [0], i_c: [155], q_ic: [0], i_n: [0], q_in: [8192], v_a: [7775], q_va: [0], v_b: [-9334], q_vb: [0], v_c: [1560], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [195, 194, 239, 101] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [775], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [998], q_ia: [0], i_b: [-552], q_ib: [0], i_c: [-445], q_ic: [0], i_n: [0], q_in: [8192], v_a: [9980], q_va: [0], v_b: [-5529], q_vb: [0], v_c: [-4450], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [75, 40, 172, 230] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [782], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [258], q_ia: [0], i_b: [-964], q_ib: [0], i_c: [710], q_ic: [0], i_n: [0], q_in: [8192], v_a: [2535], q_va: [0], v_b: [-9644], q_vb: [0], v_c: [7111], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [149, 27, 131, 166] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [783], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-183], q_ia: [0], i_b: [-755], q_ib: [0], i_c: [945], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-1896], q_va: [0], v_b: [-7553], q_vb: [0], v_c: [9452], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [227, 207, 168, 37] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [778], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [500], q_ia: [0], i_b: [-999], q_ib: [0], i_c: [504], q_ic: [0], i_n: [0], q_in: [8192], v_a: [4954], q_va: [0], v_b: [-9999], q_vb: [0], v_c: [5047], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [139, 71, 149, 56] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [784], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-596], q_ia: [0], i_b: [-391], q_ib: [0], i_c: [992], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-6015], q_va: [0], v_b: [-3909], q_vb: [0], v_c: [9925], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [117, 183, 69, 106] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [779], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [346], q_ia: [0], i_b: [-984], q_ib: [0], i_c: [643], q_ic: [0], i_n: [0], q_in: [8192], v_a: [3408], q_va: [0], v_b: [-9845], q_vb: [0], v_c: [6439], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [1, 56, 20, 161] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [785], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-922], q_ia: [0], i_b: [132], q_ib: [0], i_c: [791], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-9249], q_va: [0], v_b: [1332], q_vb: [0], v_c: [7915], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [83, 11, 198, 193] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [786], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-967], q_ia: [0], i_b: [269], q_ib: [0], i_c: [699], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-9687], q_va: [0], v_b: [2695], q_vb: [0], v_c: [6991], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [136, 100, 146, 25] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [781], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-491], q_ia: [0], i_b: [-503], q_ib: [0], i_c: [999], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-4970], q_va: [0], v_b: [-5028], q_vb: [0], v_c: [9999], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [139, 61, 182, 117] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [787], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-998], q_ia: [0], i_b: [552], q_ib: [0], i_c: [445], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-9980], q_va: [0], v_b: [5525], q_vb: [0], v_c: [4454], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [117, 66, 26, 245] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [784], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-998], q_ia: [0], i_b: [549], q_ib: [0], i_c: [449], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-9983], q_va: [0], v_b: [5494], q_vb: [0], v_c: [4487], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [29, 176, 78, 150] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [790], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-358], q_ia: [0], i_b: [986], q_ib: [0], i_c: [-633], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-3532], q_va: [0], v_b: [9867], q_vb: [0], v_c: [-6337], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [254, 226, 61, 187] }
Received Ethernet Frame: EthernetFrame { destination: [1, 12, 205, 4, 255, 255], source: [0, 26, 17, 0, 0, 1], tpid: 33024, tci: 32768, ethertype: 35002, payload: SvPDU { appid: [64, 1], length: [0, 102], reserved1: [0, 0], reserved2: [0, 0], apdu: SmvData { sav_pdu_asn: [96, 92], no_asdu_asn: [128, 1], no_asdu: 1, seq_asdu_asn: [162, 87], asdu_asn: [48, 85], sv_id_asn: [128, 4], sv_id: [875573297], smp_cnt_asn: [130, 2], smp_cnt: [785], conf_rev_asn: [131, 4], conf_rev: [1], smp_synch_asn: [133, 1], smp_synch: 1, seq_data: [135, 64], logical_node: LogicalNode { i_a: [-920], q_ia: [0], i_b: [802], q_ib: [0], i_c: [115], q_ic: [0], i_n: [0], q_in: [8192], v_a: [-9178], q_va: [0], v_b: [8028], q_vb: [0], v_c: [1148], q_vc: [0], v_n: [0], q_vn: [8192] } } }, fcs: [224, 60, 155, 189] }
